gene	protein_length	n_tmd	n_WT_lost	has_WT_lost	n_any_eS7_event	has_any_eS7_event	n_4KR_specific	has_4KR_specific	n_shared	has_shared	single_pass	multi_pass	loc_er	loc_golgi	loc_cell_membrane	loc_mitochondrion	loc_vacuole	loc_nucleus	is_transporter_like	is_transferase_like	mean_tmd_length_aa	mean_relative_tmd_position	min_relative_tmd_position	max_relative_tmd_position	subcellular_location	protein_name	entry_name	uniprot_accession	uniprot_gene_names	uniprot_protein_name	uniprot_length	alphafold_id	alphafold_pdb_url	alphafold_cif_url
SFC1	322	6	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	19.166666666666668	0.5833333333333334	0.1666666666666666	1.0	SUBCELLULAR LOCATION: Mitochondrion inner membrane; Multi-pass membrane protein.	Succinate/fumarate mitochondrial transporter (Regulator of acetyl-CoA synthase activity)	SFC1_YEAST	P33303	SFC1 ACR1 YJR095W J1921	Succinate/fumarate mitochondrial transporter (Regulator of acetyl-CoA synthase activity)	322	AF-P33303-F1-model_v4	https://alphafold.ebi.ac.uk/files/AF-P33303-F1-model_v4.pdb	https://alphafold.ebi.ac.uk/files/AF-P33303-F1-model_v4.cif
SFK1	353	6	2	1	2	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	21.166666666666668	0.5833333333333334	0.1666666666666666	1.0	SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:12015967, ECO:0000269|PubMed:14562095}; Multi-pass membrane protein {ECO:0000269|PubMed:12015967, ECO:0000269|PubMed:14562095}.	Protein SFK1 (Suppressor of four kinase protein 1)	SFK1_YEAST	P35735	SFK1 YKL051W YKL303	Protein SFK1 (Suppressor of four kinase protein 1)	353	AF-P35735-F1-model_v4	https://alphafold.ebi.ac.uk/files/AF-P35735-F1-model_v4.pdb	https://alphafold.ebi.ac.uk/files/AF-P35735-F1-model_v4.cif
SFT1	97	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	20.0	1.0	1.0	1.0	SUBCELLULAR LOCATION: Golgi apparatus membrane {ECO:0000269|PubMed:7596416}; Single-pass type IV membrane protein {ECO:0000269|PubMed:7596416}.	Protein transport protein SFT1 (P14)	SFT1_YEAST	P43682	SFT1 YKL006C-A YKL006BC	Protein transport protein SFT1 (P14)	97	AF-P43682-F1-model_v4	https://alphafold.ebi.ac.uk/files/AF-P43682-F1-model_v4.pdb	https://alphafold.ebi.ac.uk/files/AF-P43682-F1-model_v4.cif
SFT2	215	4	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	21.0	0.625	0.25	1.0	SUBCELLULAR LOCATION: Golgi apparatus membrane {ECO:0000269|PubMed:10406798}; Multi-pass membrane protein {ECO:0000269|PubMed:10406798}.	Protein transport protein SFT2	SFT2_YEAST	P38166	SFT2 YBL102W YBL0812	Protein transport protein SFT2	215	AF-P38166-F1-model_v4	https://alphafold.ebi.ac.uk/files/AF-P38166-F1-model_v4.pdb	https://alphafold.ebi.ac.uk/files/AF-P38166-F1-model_v4.cif
SGE1	543	14	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	21.0	0.5357142857142857	0.0714285714285714	1.0	SUBCELLULAR LOCATION: Membrane; Multi-pass membrane protein.	Protein SGE1 (10-N-nonyl acridine orange resistance protein) (Crystal violet resistance protein)	SGE1_YEAST	P33335	SGE1 NOR1 YPR198W P9677.3	Protein SGE1 (10-N-nonyl acridine orange resistance protein) (Crystal violet resistance protein)	543	AF-P33335-F1-model_v4	https://alphafold.ebi.ac.uk/files/AF-P33335-F1-model_v4.pdb	https://alphafold.ebi.ac.uk/files/AF-P33335-F1-model_v4.cif
SHE9	456	2	0	0	1	1	0	0	1	1	0	1	0	0	0	1	0	0	0	0	21.0	0.75	0.5	1.0	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000269|PubMed:12591915}; Multi-pass membrane protein {ECO:0000269|PubMed:12591915}.	Sensitive to high expression protein 9, mitochondrial (Mitochondrial distribution and morphology protein 33)	SHE9_YEAST	Q04172	SHE9 MDM33 YDR393W D9509.13	Sensitive to high expression protein 9, mitochondrial (Mitochondrial distribution and morphology protein 33)	456	AF-Q04172-F1-model_v4	https://alphafold.ebi.ac.uk/files/AF-Q04172-F1-model_v4.pdb	https://alphafold.ebi.ac.uk/files/AF-Q04172-F1-model_v4.cif
SHH3	196	3	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	21.666666666666668	0.6666666666666666	0.3333333333333333	1.0	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000250|UniProtKB:P33421}; Multi-pass membrane protein {ECO:0000255}.	Mitochondrial inner membrane protein SHH3 (SDH3 homolog)	SHH3_YEAST	Q04487	SHH3 YMR118C YM9718.17C	Mitochondrial inner membrane protein SHH3 (SDH3 homolog)	196	AF-Q04487-F1-model_v4	https://alphafold.ebi.ac.uk/files/AF-Q04487-F1-model_v4.pdb	https://alphafold.ebi.ac.uk/files/AF-Q04487-F1-model_v4.cif
SHH4	168	3	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	21.0	0.6666666666666666	0.3333333333333333	1.0	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000269|PubMed:10637294, ECO:0000269|PubMed:22152483}; Multi-pass membrane protein {ECO:0000255}.	Mitochondrial inner membrane protein SHH4 (SDH4 homolog)	SHH4_YEAST	Q06236	SHH4 YLR164W	Mitochondrial inner membrane protein SHH4 (SDH4 homolog)	168	AF-Q06236-F1-model_v4	https://alphafold.ebi.ac.uk/files/AF-Q06236-F1-model_v4.pdb	https://alphafold.ebi.ac.uk/files/AF-Q06236-F1-model_v4.cif
SHO1	367	4	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	21.0	0.625	0.25	1.0	SUBCELLULAR LOCATION: Cell membrane; Multi-pass membrane protein. Bud. Bud neck. Cell projection. Note=Localizes at the tip of the mating projection during conjugation.	High osmolarity signaling protein SHO1 (Osmosensor SHO1) (Suppressor of SUA8-1 mutation) (Synthetic high osmolarity-sensitive protein 1)	SHO1_YEAST	P40073	SHO1 SSU81 YER118C	High osmolarity signaling protein SHO1 (Osmosensor SHO1) (Suppressor of SUA8-1 mutation) (Synthetic high osmolarity-sensitive protein 1)	367	AF-P40073-F1-model_v4	https://alphafold.ebi.ac.uk/files/AF-P40073-F1-model_v4.pdb	https://alphafold.ebi.ac.uk/files/AF-P40073-F1-model_v4.cif
SHR3	210	4	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	24.25	0.625	0.25	1.0	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane; Multi-pass membrane protein.	Secretory component protein SHR3	SHR3_YEAST	Q02774	SHR3 YDL212W D1022	Secretory component protein SHR3	210	AF-Q02774-F1-model_v4	https://alphafold.ebi.ac.uk/files/AF-Q02774-F1-model_v4.pdb	https://alphafold.ebi.ac.uk/files/AF-Q02774-F1-model_v4.cif
SHY1	389	2	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	21.0	0.75	0.5	1.0	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:14576278, ECO:0000269|PubMed:9162072}; Multi-pass membrane protein {ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:14576278, ECO:0000269|PubMed:9162072}.	Cytochrome oxidase assembly protein SHY1 (SURF1 homolog of Yeast) (SURF1-like protein)	SHY1_YEAST	P53266	SHY1 YGR112W G6150	Cytochrome oxidase assembly protein SHY1 (SURF1 homolog of Yeast) (SURF1-like protein)	389	AF-P53266-F1-model_v4	https://alphafold.ebi.ac.uk/files/AF-P53266-F1-model_v4.pdb	https://alphafold.ebi.ac.uk/files/AF-P53266-F1-model_v4.cif
SIP3	1229	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	21.0	1.0	1.0	1.0	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:26001273}; Single-pass membrane protein {ECO:0000255}. Note=Localizes to puncta in the cell periphery representing cortical endoplasmic reticulum (cER)-plasma membrane (PM) membrane contact sites. {ECO:0000269|PubMed:26001273}.	Membrane-anchored lipid-binding protein SIP3 (Lipid transfer protein anchored at membrane contact sites 3) (SNF1-interacting protein 3)	SIP3_YEAST	P38717	SIP3 LAM3 YNL257C N0844	Membrane-anchored lipid-binding protein SIP3 (Lipid transfer protein anchored at membrane contact sites 3) (SNF1-interacting protein 3)	1229	AF-P38717-F1-model_v4	https://alphafold.ebi.ac.uk/files/AF-P38717-F1-model_v4.pdb	https://alphafold.ebi.ac.uk/files/AF-P38717-F1-model_v4.cif
SIT1	628	14	2	1	2	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	21.0	0.5357142857142857	0.0714285714285714	1.0	SUBCELLULAR LOCATION: Endosome membrane {ECO:0000269|PubMed:10744769, ECO:0000269|PubMed:10748025}; Multi-pass membrane protein {ECO:0000269|PubMed:10744769, ECO:0000269|PubMed:10748025}.	Siderophore iron transporter 1 (Ferrioxamine B permease) (Siderophore iron transporter ARN3)	SIT1_YEAST	P39980	SIT1 ARN3 YEL065W	Siderophore iron transporter 1 (Ferrioxamine B permease) (Siderophore iron transporter ARN3)	628	AF-P39980-F1-model_v4	https://alphafold.ebi.ac.uk/files/AF-P39980-F1-model_v4.pdb	https://alphafold.ebi.ac.uk/files/AF-P39980-F1-model_v4.cif
SKG1	355	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	21.0	1.0	1.0	1.0	SUBCELLULAR LOCATION: Cell membrane; Single-pass type III membrane protein; Cytoplasmic side. Bud membrane; Single-pass type III membrane protein; Cytoplasmic side. Note=Localizes on the inner surface of the plasma membrane at the bud and in the daughter cell. Localizes at an incipient bud site in the cells with emerging buds, a bud tip in small- or medium-budded cells, and a cell periphery in large-budded cells.	Suppressor of lethality of KEX2 GAS1 double null mutant protein 1	SKG1_YEAST	P36169	SKG1 YKR100C YKR099C-A	Suppressor of lethality of KEX2 GAS1 double null mutant protein 1	355	AF-P36169-F1-model_v4	https://alphafold.ebi.ac.uk/files/AF-P36169-F1-model_v4.pdb	https://alphafold.ebi.ac.uk/files/AF-P36169-F1-model_v4.cif
SKG6	734	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	25.0	1.0	1.0	1.0	SUBCELLULAR LOCATION: Membrane {ECO:0000269|PubMed:16314687}; Single-pass membrane protein {ECO:0000269|PubMed:16314687}. Note=Localizes primarily to the growing sites, such as an incipient bud site in the cells with emerging buds, a bud tip in small- or medium-budded cells, or a cell periphery in large-budded cells.	Protein SKG6 (Suppressor of lethality of KEX2-GAS1 double null mutant 6)	SKG6_YEAST	P32900	SKG6 YHR149C	Protein SKG6 (Suppressor of lethality of KEX2-GAS1 double null mutant 6)	734	AF-P32900-F1-model_v4	https://alphafold.ebi.ac.uk/files/AF-P32900-F1-model_v4.pdb	https://alphafold.ebi.ac.uk/files/AF-P32900-F1-model_v4.cif
SKN1	771	1	1	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	21.0	1.0	1.0	1.0	SUBCELLULAR LOCATION: Membrane; Single-pass type II membrane protein.	Beta-glucan synthesis-associated protein SKN1	SKN1_YEAST	P33336	SKN1 YGR143W	Beta-glucan synthesis-associated protein SKN1	771	AF-P33336-F1-model_v4	https://alphafold.ebi.ac.uk/files/AF-P33336-F1-model_v4.pdb	https://alphafold.ebi.ac.uk/files/AF-P33336-F1-model_v4.cif
SLA2	968	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	20.0	1.0	1.0	1.0	SUBCELLULAR LOCATION: Cell membrane {ECO:0000305}; Single-pass membrane protein {ECO:0000255|PROSITE-ProRule:PRU00243}. Cytoplasm, cytoskeleton, actin patch. Cytoplasm, cell cortex. Bud tip.	Protein SLA2 (Transmembrane protein MOP2)	SLA2_YEAST	P33338	SLA2 END4 MOP2 UFG1 YNL243W N1102	Protein SLA2 (Transmembrane protein MOP2)	968	AF-P33338-F1-model_v4	https://alphafold.ebi.ac.uk/files/AF-P33338-F1-model_v4.pdb	https://alphafold.ebi.ac.uk/files/AF-P33338-F1-model_v4.cif
SLG1	378	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	21.0	1.0	1.0	1.0	SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:10430578}; Single-pass type I membrane protein {ECO:0000269|PubMed:10430578}.	Protein SLG1 (Cell wall integrity and stress response component 1) (Synthetic lethal with GAP protein 1)	SLG1_YEAST	P54867	SLG1 WSC1 YOR008C UNF378	Protein SLG1 (Cell wall integrity and stress response component 1) (Synthetic lethal with GAP protein 1)	378	AF-P54867-F1-model_v4	https://alphafold.ebi.ac.uk/files/AF-P54867-F1-model_v4.pdb	https://alphafold.ebi.ac.uk/files/AF-P54867-F1-model_v4.cif
SLM4	162	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	18.0	1.0	1.0	1.0	SUBCELLULAR LOCATION: Vacuole membrane {ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:15989961, ECO:0000269|PubMed:29698392}; Single-pass membrane protein {ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:15989961}.	Protein SLM4 (EGO complex subunit 3) (GSE complex subunit 1)	SLM4_YEAST	P38247	SLM4 EGO3 GSE1 YBR077C YBR0723	Protein SLM4 (EGO complex subunit 3) (GSE complex subunit 1)	162	AF-P38247-F1-model_v4	https://alphafold.ebi.ac.uk/files/AF-P38247-F1-model_v4.pdb	https://alphafold.ebi.ac.uk/files/AF-P38247-F1-model_v4.cif
SLM6	150	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	21.0	0.75	0.5	1.0	SUBCELLULAR LOCATION: Membrane {ECO:0000255}; Multi-pass membrane protein {ECO:0000255}.	Protein SLM6 (Synthetic lethal with MSS4 protein 6)	SLM6_YEAST	P38343	SLM6 YBR266C YBR1735	Protein SLM6 (Synthetic lethal with MSS4 protein 6)	150	AF-P38343-F1-model_v4	https://alphafold.ebi.ac.uk/files/AF-P38343-F1-model_v4.pdb	https://alphafold.ebi.ac.uk/files/AF-P38343-F1-model_v4.cif
SLN1	1220	2	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	22.5	0.75	0.5	1.0	SUBCELLULAR LOCATION: Cell membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.	Osmosensing histidine protein kinase SLN1 (EC 2.7.13.3) (Osmolarity two-component system protein SLN1) (Tyrosine phosphatase-dependent protein 2)	SLN1_YEAST	P39928	SLN1 YPD2 YIL147C	Osmosensing histidine protein kinase SLN1 (EC 2.7.13.3) (Osmolarity two-component system protein SLN1) (Tyrosine phosphatase-dependent protein 2)	1220	AF-P39928-F1-model_v4	https://alphafold.ebi.ac.uk/files/AF-P39928-F1-model_v4.pdb	https://alphafold.ebi.ac.uk/files/AF-P39928-F1-model_v4.cif
SLP1	587	1	1	1	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	21.0	1.0	1.0	1.0	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:11935221, ECO:0000269|PubMed:23275891}; Single-pass type I membrane protein {ECO:0000255}.	Uncharacterized protein SLP1 (SUN-like protein 1)	SLP1_YEAST	Q12232	SLP1 YOR154W O3545	Uncharacterized protein SLP1 (SUN-like protein 1)	587	AF-Q12232-F1-model_v4	https://alphafold.ebi.ac.uk/files/AF-Q12232-F1-model_v4.pdb	https://alphafold.ebi.ac.uk/files/AF-Q12232-F1-model_v4.cif
SLY41	453	8	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	21.0	0.5625	0.125	1.0	SUBCELLULAR LOCATION: Membrane; Multi-pass membrane protein.	Uncharacterized transporter SLY41	SLY41_YEAST	P22215	SLY41 YOR307C O5663	Uncharacterized transporter SLY41	453	AF-P22215-F1-model_v4	https://alphafold.ebi.ac.uk/files/AF-P22215-F1-model_v4.pdb	https://alphafold.ebi.ac.uk/files/AF-P22215-F1-model_v4.cif
SMA2	369	4	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	21.0	0.625	0.25	1.0	SUBCELLULAR LOCATION: Prospore membrane {ECO:0000269|PubMed:17298976}; Multi-pass membrane protein {ECO:0000269|PubMed:17298976}. Endoplasmic reticulum {ECO:0000269|PubMed:17298976}. Note=Localizes to prospore membrane, and accumulates in the endoplasmic reticulum in vegetative and sporulating ERV14-deleted cells.	Spore membrane assembly protein 2	SMA2_YEAST	Q04658	SMA2 YML066C	Spore membrane assembly protein 2	369	AF-Q04658-F1-model_v4	https://alphafold.ebi.ac.uk/files/AF-Q04658-F1-model_v4.pdb	https://alphafold.ebi.ac.uk/files/AF-Q04658-F1-model_v4.cif
SMF1	575	10	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	21.0	0.55	0.1	1.0	SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:11027260}; Multi-pass membrane protein {ECO:0000255}. Note=In presence of excess manganese, targeted to the vacuolar lumen, where it is degraded.	Manganese transporter SMF1	SMF1_YEAST	P38925	SMF1 ESP1 YOL122C	Manganese transporter SMF1	575	AF-P38925-F1-model_v4	https://alphafold.ebi.ac.uk/files/AF-P38925-F1-model_v4.pdb	https://alphafold.ebi.ac.uk/files/AF-P38925-F1-model_v4.cif
SMF2	549	8	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	1	0	20.875	0.5625	0.125	1.0	SUBCELLULAR LOCATION: Vacuole lumen {ECO:0000269|PubMed:11027260}. Vesicle {ECO:0000305}. Cell membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000255}. Note=In the presence of excess manganese, targeted to the vacuolar lumen, where it is degraded (PubMed:11027260). Under metal starvation conditions, localization is restricted to intracellular punctate bodies (PubMed:11027260). {ECO:0000269|PubMed:11027260}.	Manganese transporter SMF2	SMF2_YEAST	P38778	SMF2 YHR050W	Manganese transporter SMF2	549	AF-P38778-F1-model_v4	https://alphafold.ebi.ac.uk/files/AF-P38778-F1-model_v4.pdb	https://alphafold.ebi.ac.uk/files/AF-P38778-F1-model_v4.cif
SMF3	473	11	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	1	0	21.0	0.5454545454545454	0.0909090909090909	1.0	SUBCELLULAR LOCATION: Vacuole membrane; Multi-pass membrane protein. Endoplasmic reticulum membrane; Multi-pass membrane protein.	Iron transporter SMF3	SMF3_YEAST	Q12078	SMF3 YLR034C	Iron transporter SMF3	473	AF-Q12078-F1-model_v4	https://alphafold.ebi.ac.uk/files/AF-Q12078-F1-model_v4.pdb	https://alphafold.ebi.ac.uk/files/AF-Q12078-F1-model_v4.cif
SMP3	516	8	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	21.0	0.5625	0.125	1.0	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.	GPI mannosyltransferase 4 (EC 2.4.1.-) (GPI mannosyltransferase IV) (GPI-MT-IV)	SMP3_YEAST	Q04174	SMP3 LAS2 SAP2 YOR149C	GPI mannosyltransferase 4 (EC 2.4.1.-) (GPI mannosyltransferase IV) (GPI-MT-IV)	516	AF-Q04174-F1-model_v4	https://alphafold.ebi.ac.uk/files/AF-Q04174-F1-model_v4.pdb	https://alphafold.ebi.ac.uk/files/AF-Q04174-F1-model_v4.cif
SNA2	79	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	21.0	0.75	0.5	1.0	SUBCELLULAR LOCATION: Membrane; Multi-pass membrane protein. Lipid droplet. Note=Localized to punctate structures and lipid particles in the cytoplasm.	Protein SNA2	SNA2_YEAST	P56508	SNA2 YDR525W-A YDR525BW	Protein SNA2	79	AF-P56508-F1-model_v4	https://alphafold.ebi.ac.uk/files/AF-P56508-F1-model_v4.pdb	https://alphafold.ebi.ac.uk/files/AF-P56508-F1-model_v4.cif
SNA3	133	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	21.0	0.75	0.5	1.0	SUBCELLULAR LOCATION: Membrane; Multi-pass membrane protein. Late endosome membrane; Multi-pass membrane protein. Vacuole lumen. Cytoplasmic vesicle membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}. Note=Sorted via late endosomes to the vacuolar lumen in a ubiquitin-independent manner.	Protein SNA3	SNA3_YEAST	P14359	SNA3 YJL151C J0630	Protein SNA3	133	AF-P14359-F1-model_v4	https://alphafold.ebi.ac.uk/files/AF-P14359-F1-model_v4.pdb	https://alphafold.ebi.ac.uk/files/AF-P14359-F1-model_v4.cif
SNA4	140	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	21.0	0.75	0.5	1.0	SUBCELLULAR LOCATION: Vacuole membrane {ECO:0000269|PubMed:11566881, ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:16107716}; Multi-pass membrane protein {ECO:0000269|PubMed:11566881, ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:16107716}.	Protein SNA4	SNA4_YEAST	Q07549	SNA4 YDL123W	Protein SNA4	140	AF-Q07549-F1-model_v4	https://alphafold.ebi.ac.uk/files/AF-Q07549-F1-model_v4.pdb	https://alphafold.ebi.ac.uk/files/AF-Q07549-F1-model_v4.cif
SNC1	117	1	1	1	1	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	17.0	1.0	1.0	1.0	SUBCELLULAR LOCATION: Endomembrane system; Single-pass type IV membrane protein. Note=Post-Golgi vesicle membrane. {ECO:0000305}.	Synaptobrevin homolog 1	SNC1_YEAST	P31109	SNC1 YAL030W	Synaptobrevin homolog 1	117	AF-P31109-F1-model_v4	https://alphafold.ebi.ac.uk/files/AF-P31109-F1-model_v4.pdb	https://alphafold.ebi.ac.uk/files/AF-P31109-F1-model_v4.cif
SNC2	115	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	19.0	1.0	1.0	1.0	SUBCELLULAR LOCATION: Endomembrane system; Single-pass type IV membrane protein. Note=Post-Golgi vesicle membrane. {ECO:0000305}.	Synaptobrevin homolog 2	SNC2_YEAST	P33328	SNC2 YOR327C	Synaptobrevin homolog 2	115	AF-P33328-F1-model_v4	https://alphafold.ebi.ac.uk/files/AF-P33328-F1-model_v4.pdb	https://alphafold.ebi.ac.uk/files/AF-P33328-F1-model_v4.cif
SNF3	884	12	0	0	3	1	1	1	2	1	0	1	0	0	1	0	0	0	1	0	21.0	0.5416666666666666	0.0833333333333333	1.0	SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:2406560, ECO:0000269|PubMed:3281163}; Multi-pass membrane protein {ECO:0000269|PubMed:3281163}.	Low glucose sensor SNF3 (High-affinity glucose receptor SNF3) (High-affinity transporter-like sensor SNF3) (Sucrose nonfermenting protein 3)	SNF3_YEAST	P10870	SNF3 YDL194W D1234	Low glucose sensor SNF3 (High-affinity glucose receptor SNF3) (High-affinity transporter-like sensor SNF3) (Sucrose nonfermenting protein 3)	884	AF-P10870-F1-model_v4	https://alphafold.ebi.ac.uk/files/AF-P10870-F1-model_v4.pdb	https://alphafold.ebi.ac.uk/files/AF-P10870-F1-model_v4.cif
SNG1	547	8	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	21.0	0.5625	0.125	1.0	SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.	Nitrosoguanidine resistance protein SNG1	SNG1_YEAST	P46950	SNG1 YGR197C G7591	Nitrosoguanidine resistance protein SNG1	547	AF-P46950-F1-model_v4	https://alphafold.ebi.ac.uk/files/AF-P46950-F1-model_v4.pdb	https://alphafold.ebi.ac.uk/files/AF-P46950-F1-model_v4.cif
SNL1	159	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	23.0	1.0	1.0	1.0	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:9450961}; Single-pass type II membrane protein {ECO:0000269|PubMed:9450961}. Nucleus membrane {ECO:0000269|PubMed:9450961}; Single-pass type II membrane protein {ECO:0000269|PubMed:9450961}.	HSP70 co-chaperone SNL1 (Suppressor of NUP116-C lethal)	SNL1_YEAST	P40548	SNL1 YIL016W	HSP70 co-chaperone SNL1 (Suppressor of NUP116-C lethal)	159	AF-P40548-F1-model_v4	https://alphafold.ebi.ac.uk/files/AF-P40548-F1-model_v4.pdb	https://alphafold.ebi.ac.uk/files/AF-P40548-F1-model_v4.cif
SNQ2	1501	11	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	20.454545454545453	0.5454545454545454	0.0909090909090909	1.0	SUBCELLULAR LOCATION: Membrane; Multi-pass membrane protein.	Protein SNQ2	SNQ2_YEAST	P32568	SNQ2 YDR011W YD8119.16	Protein SNQ2	1501	AF-P32568-F1-model_v4	https://alphafold.ebi.ac.uk/files/AF-P32568-F1-model_v4.pdb	https://alphafold.ebi.ac.uk/files/AF-P32568-F1-model_v4.cif
SOP4	234	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	21.0	1.0	1.0	1.0	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:12230471, ECO:0000269|PubMed:14562095}; Single-pass type I membrane protein {ECO:0000269|PubMed:12230471, ECO:0000269|PubMed:14562095}.	Protein SOP4 (Suppressor of PMA1-7 protein 4)	SOP4_YEAST	P39543	SOP4 YJL192C J0351	Protein SOP4 (Suppressor of PMA1-7 protein 4)	234	AF-P39543-F1-model_v4	https://alphafold.ebi.ac.uk/files/AF-P39543-F1-model_v4.pdb	https://alphafold.ebi.ac.uk/files/AF-P39543-F1-model_v4.cif
SPC1	94	2	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	21.0	0.75	0.5	1.0	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:8663399}; Multi-pass membrane protein {ECO:0000255}.	Signal peptidase complex subunit 1 (Microsomal signal peptidase subunit 1)	SPC1_YEAST	P46965	SPC1 YJR010C-A YJR010BW	Signal peptidase complex subunit 1 (Microsomal signal peptidase subunit 1)	94	AF-P46965-F1-model_v4	https://alphafold.ebi.ac.uk/files/AF-P46965-F1-model_v4.pdb	https://alphafold.ebi.ac.uk/files/AF-P46965-F1-model_v4.cif
SPC2	178	2	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	21.0	0.75	0.5	1.0	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:14562095}; Multi-pass membrane protein {ECO:0000255}.	Signal peptidase complex subunit 2 (Microsomal signal peptidase subunit 2)	SPC2_YEAST	Q04969	SPC2 SPY1 YML055W YM9958.07	Signal peptidase complex subunit 2 (Microsomal signal peptidase subunit 2)	178	AF-Q04969-F1-model_v4	https://alphafold.ebi.ac.uk/files/AF-Q04969-F1-model_v4.pdb	https://alphafold.ebi.ac.uk/files/AF-Q04969-F1-model_v4.cif
SPC3	184	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	21.0	1.0	1.0	1.0	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:14562095}; Single-pass type II membrane protein {ECO:0000305}.	Signal peptidase complex subunit 3 (Microsomal signal peptidase subunit 3)	SPC3_YEAST	Q12133	SPC3 YLR066W L2186	Signal peptidase complex subunit 3 (Microsomal signal peptidase subunit 3)	184	AF-Q12133-F1-model_v4	https://alphafold.ebi.ac.uk/files/AF-Q12133-F1-model_v4.pdb	https://alphafold.ebi.ac.uk/files/AF-Q12133-F1-model_v4.cif
