gene	protein_length	n_tmd	n_WT_lost	has_WT_lost	n_any_eS7_event	has_any_eS7_event	n_4KR_specific	has_4KR_specific	n_shared	has_shared	single_pass	multi_pass	loc_er	loc_golgi	loc_cell_membrane	loc_mitochondrion	loc_vacuole	loc_nucleus	is_transporter_like	is_transferase_like	mean_tmd_length_aa	mean_relative_tmd_position	min_relative_tmd_position	max_relative_tmd_position	subcellular_location	protein_name	entry_name
SRP102	244	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	17.0	1.0	1.0	1.0	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000250|UniProtKB:O13950}; Single-pass membrane protein {ECO:0000255}.	Signal recognition particle receptor subunit beta (SR-beta)	SRPB_YEAST
SSH1	490	10	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	21.0	0.55	0.1	1.0	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane; Multi-pass membrane protein.	Sec sixty-one protein homolog (Ssh1 complex subunit SSH1) (Ssh1 complex subunit alpha)	SSH1_YEAST
SSH4	579	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	21.0	1.0	1.0	1.0	SUBCELLULAR LOCATION: Vacuole membrane {ECO:0000269|PubMed:17287526}; Single-pass type II membrane protein {ECO:0000269|PubMed:17287526}. Endosome membrane {ECO:0000269|PubMed:17287526}; Single-pass type II membrane protein {ECO:0000269|PubMed:17287526}.	Protein SSH4 (Multicopy suppressor of leflunomide protein 4) (Suppressor of SHR3 null mutation protein 4)	SSH4_YEAST
SSM4	1319	14	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	1	20.928571428571427	0.5357142857142857	0.0714285714285714	1.0	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:11641273, ECO:0000269|PubMed:17051211}; Multi-pass membrane protein {ECO:0000255}. Nucleus inner membrane {ECO:0000269|PubMed:11641273, ECO:0000269|PubMed:17051211}; Multi-pass membrane protein {ECO:0000255}.	ERAD-associated E3 ubiquitin-protein ligase DOA10 (EC 2.3.2.27) (RING-type E3 ubiquitin transferase DOA10)	DOA10_YEAST
SSO1	290	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	22.0	1.0	1.0	1.0	SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Single-pass type IV membrane protein {ECO:0000305}.	Protein SSO1	SSO1_YEAST
SSO2	295	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	22.0	1.0	1.0	1.0	SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Single-pass type IV membrane protein {ECO:0000305}.	Protein SSO2	SSO2_YEAST
SSS1	80	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	29.0	1.0	1.0	1.0	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:14562095}; Single-pass membrane protein {ECO:0000269|PubMed:14562095}.	Protein transport protein SSS1 (Sec61 complex subunit SSS1) (Sec61 complex subunit gamma) (Ssh1 complex subunit SSS1) (Ssh1 complex subunit gamma)	SC61G_YEAST
SSU1	458	10	1	1	2	1	1	1	0	0	0	1	0	0	1	0	0	0	1	0	21.2	0.55	0.1	1.0	SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:9294463}; Multi-pass membrane protein {ECO:0000269|PubMed:9294463}.	Sulfite efflux pump SSU1 (Sulfite sensitivity protein SSU1)	SSU1_YEAST
SSY1	852	12	1	1	4	1	2	1	1	1	0	1	0	0	1	0	0	0	1	0	21.0	0.5416666666666666	0.0833333333333333	1.0	SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:10409731, ECO:0000269|PubMed:11154269}; Multi-pass membrane protein {ECO:0000269|PubMed:10409731, ECO:0000269|PubMed:11154269}.	SPS-sensor component SSY1 (Amino-acid permease homolog SSY1)	SSY1_YEAST
STE13	931	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	21.0	1.0	1.0	1.0	SUBCELLULAR LOCATION: Vacuole membrane; Single-pass type II membrane protein. Note=Lysosome-like vacuoles.	Dipeptidyl aminopeptidase A (DPAP A) (EC 3.4.14.-) (YSCIV)	STE13_YEAST
STE14	239	4	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	1	21.0	0.625	0.25	1.0	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:9693378}; Multi-pass membrane protein {ECO:0000255}. Nucleus inner membrane {ECO:0000269|PubMed:18923140}; Multi-pass membrane protein {ECO:0000255}.	Protein-S-isoprenylcysteine O-methyltransferase (ICMT) (EC 2.1.1.100) (Isoprenylcysteine carboxylmethyltransferase) (Prenylated protein carboxyl methyltransferase) (PPMT) (Prenylcysteine carboxyl methyltransferase) (pcCMT)	STE14_YEAST
STE2	431	7	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	24.285714285714285	0.5714285714285714	0.1428571428571428	1.0	SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:1330324, ECO:0000269|PubMed:14506226, ECO:0000269|PubMed:16313173, ECO:0000269|PubMed:2017168, ECO:0000269|PubMed:28073700, ECO:0000269|PubMed:2839507, ECO:0000269|PubMed:34627767, ECO:0000269|PubMed:35296853, ECO:0000269|PubMed:7935439}; Multi-pass membrane protein {ECO:0000269|PubMed:11112532, ECO:0000269|PubMed:11467956, ECO:0000269|PubMed:11473349, ECO:0000269|PubMed:1653030, ECO:0000269|PubMed:19383463, ECO:0000269|PubMed:2017168, ECO:0000269|PubMed:35296853}. Note=Internalized after binding of alpha-factor (PubMed:8392878). STE2 enters the cell by receptor-mediated endocytosis and is continuously lost and resynthesized in the presence of alpha-factor (PubMed:1330324, PubMed:3015412, PubMed:7935439, PubMed:8392878). {ECO:0000269|PubMed:1330324, ECO:0000269|PubMed:3015412, ECO:0000269|PubMed:7935439, ECO:0000269|PubMed:8392878}.	Pheromone alpha factor receptor	STE2_YEAST
STE24	453	7	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	21.0	0.5714285714285714	0.1428571428571428	1.0	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:9736709}; Multi-pass membrane protein {ECO:0000269|PubMed:9736709}. Nucleus inner membrane {ECO:0000269|PubMed:18923140}; Multi-pass membrane protein {ECO:0000255}.	CAAX prenyl protease 1 (EC 3.4.24.84) (A-factor-converting enzyme) (Prenyl protein-specific endoprotease 1) (PPSEP 1)	STE24_YEAST
STE3	470	7	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	22.571428571428573	0.5714285714285714	0.1428571428571428	1.0	SUBCELLULAR LOCATION: Membrane; Multi-pass membrane protein.	Pheromone a factor receptor	STE3_YEAST
STE6	1290	12	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	21.0	0.5416666666666666	0.0833333333333333	1.0	SUBCELLULAR LOCATION: Membrane; Multi-pass membrane protein.	Alpha-factor-transporting ATPase (EC 7.4.2.7) (Mating factor A secretion protein STE6) (Multiple drug resistance protein homolog) (P-glycoprotein)	STE6_YEAST
STL1	569	12	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	21.0	0.5416666666666666	0.0833333333333333	1.0	SUBCELLULAR LOCATION: Membrane; Multi-pass membrane protein.	Sugar transporter STL1	STL1_YEAST
STT3	718	13	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	20.307692307692307	0.5384615384615384	0.0769230769230769	1.0	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:14562095}; Multi-pass membrane protein {ECO:0000269|PubMed:29301962}.	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3 (Oligosaccharyl transferase subunit STT3) (EC 2.4.99.18) (Staurosporine and temperature sensitivity protein 3)	STT3_YEAST
STV1	890	8	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	23.875	0.5625	0.125	1.0	SUBCELLULAR LOCATION: Endosome membrane {ECO:0000269|PubMed:7514599}; Multi-pass membrane protein {ECO:0000255}. Golgi apparatus membrane {ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:7514599}; Multi-pass membrane protein {ECO:0000255}.	V-type proton ATPase subunit a, Golgi isoform (V-ATPase a 2 subunit) (Similar to VPH1 protein 1) (V-ATPase 101 kDa subunit) (V-ATPase subunit AC115) (Vacuolar proton translocating ATPase subunit a 2)	VPP2_YEAST
SUL1	859	12	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	21.0	0.5416666666666666	0.0833333333333333	1.0	SUBCELLULAR LOCATION: Membrane; Multi-pass membrane protein.	Sulfate permease 1 (High-affinity sulfate transporter 1)	SUL1_YEAST
SUL2	893	12	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	20.833333333333332	0.5416666666666666	0.0833333333333333	1.0	SUBCELLULAR LOCATION: Membrane; Multi-pass membrane protein.	Sulfate permease 2 (High-affinity sulfate transporter 2)	SUL2_YEAST
SUR1	382	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	21.0	0.75	0.5	1.0	SUBCELLULAR LOCATION: Membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.	Mannosyl phosphorylinositol ceramide synthase SUR1 (EC 2.4.1.370)	SUR1_YEAST
SUR2	349	5	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	21.0	0.6	0.2	1.0	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:8868422}; Multi-pass membrane protein {ECO:0000305}.	Sphingolipid C4-hydroxylase SUR2 (EC 1.-.-.-) (Syringomycin response protein 2)	SUR2_YEAST
SUR7	302	4	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	21.0	0.625	0.25	1.0	SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:11784867, ECO:0000269|PubMed:12469340, ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:15536122, ECO:0000269|PubMed:16496001}; Multi-pass membrane protein {ECO:0000269|PubMed:11784867, ECO:0000269|PubMed:12469340, ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:15536122, ECO:0000269|PubMed:16496001}. Note=Localizes at eisosomes, structures which colocalize with sites of protein and lipid endocytosis.	Protein SUR7	SUR7_YEAST
SVP26	228	4	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	19.75	0.625	0.25	1.0	SUBCELLULAR LOCATION: Golgi apparatus, cis-Golgi network membrane {ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:16107716, ECO:0000269|PubMed:20236934}; Multi-pass membrane protein {ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:16107716, ECO:0000269|PubMed:20236934}. Note=Early Golgi.	Protein SVP26 (Sed5 compartment vesicle protein of 26 kDa)	SVP26_YEAST
SWF1	336	5	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	21.0	0.6	0.2	1.0	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:15973437}; Multi-pass membrane protein {ECO:0000269|PubMed:15973437}.	Palmitoyltransferase SWF1 (EC 2.3.1.225) (Spore wall formation protein 1)	SWF1_YEAST
SWP1	286	3	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	21.0	0.6666666666666666	0.3333333333333333	1.0	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:8181570}; Multi-pass membrane protein {ECO:0000269|PubMed:29301962}.	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit SWP1 (Oligosaccharyl transferase subunit SWP1) (Oligosaccharyl transferase subunit delta)	OSTD_YEAST
SYG1	902	8	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	21.25	0.5625	0.125	1.0	SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:7592711}; Multi-pass membrane protein {ECO:0000269|PubMed:7592711}.	Phosphate exporter SYG1	S53A1_YEAST
SYM1	197	4	1	1	1	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	21.0	0.625	0.25	1.0	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000269|PubMed:15189984}; Multi-pass membrane protein {ECO:0000269|PubMed:15189984}.	Protein SYM1 (Stress-inducible yeast MPV17 protein 1)	SYM1_YEAST
SYN8	255	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	21.0	1.0	1.0	1.0	SUBCELLULAR LOCATION: Endosome membrane {ECO:0000269|PubMed:12453154}; Single-pass type IV membrane protein {ECO:0000269|PubMed:12453154}.	Syntaxin-8 (SNARE protein related to mammalian syntaxin 8) (ULP1-interacting protein 2)	STX8_YEAST
SYS1	203	4	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	22.25	0.625	0.25	1.0	SUBCELLULAR LOCATION: Golgi apparatus membrane; Multi-pass membrane protein.	Protein SYS1	SYS1_YEAST
TAT1	619	12	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	21.0	0.5416666666666666	0.0833333333333333	1.0	SUBCELLULAR LOCATION: Membrane; Multi-pass membrane protein.	Valine/tyrosine/tryptophan amino-acid permease 1 (Tyrosine and tryptophan amino acid transporter 1)	TAT1_YEAST
TAT2	592	12	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	21.0	0.5416666666666666	0.0833333333333333	1.0	SUBCELLULAR LOCATION: Membrane; Multi-pass membrane protein.	Tryptophan permease (Tryptophan amino acid transporter)	TAT2_YEAST
TBS1	1094	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	21.0	1.0	1.0	1.0	SUBCELLULAR LOCATION: Nucleus membrane; Single-pass membrane protein. Mitochondrion membrane; Single-pass membrane protein.	Uncharacterized transcriptional regulatory protein TBS1 (Thiabendazole sensitive protein 1)	TBS1_YEAST
TCB1	1186	2	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	1	0	0	21.0	0.75	0.5	1.0	SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:14562095}; Multi-pass membrane protein {ECO:0000255}. Endoplasmic reticulum membrane {ECO:0000269|PubMed:22250200}; Multi-pass membrane protein {ECO:0000255}. Note=More enriched in the cortical endoplasmic reticulum (ER) that is closely apposed to the cell membrane than in the perinuclear ER or internal ER tubules that connect the nucleus to the cortical ER. {ECO:0000269|PubMed:22250200}.	Tricalbin-1	TCB1_YEAST
TCB2	1178	2	0	0	0	0	0	0	0	0	0	1	1	0	1	0	1	1	0	0	21.0	0.75	0.5	1.0	SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:15141306}; Multi-pass membrane protein {ECO:0000255}. Endoplasmic reticulum membrane {ECO:0000269|PubMed:22250200}; Multi-pass membrane protein {ECO:0000255}. Note=Traffics from the cell surface to intracellular vesicles near the vacuole (PubMed:15141306). More enriched in the cortical endoplasmic reticulum (ER) that is closely apposed to the cell membrane than in the perinuclear ER or internal ER tubules that connect the nucleus to the cortical ER (PubMed:22250200). {ECO:0000269|PubMed:15141306, ECO:0000269|PubMed:22250200}.	Tricalbin-2	TCB2_YEAST
TCB3	1545	2	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	1	0	0	21.0	0.75	0.5	1.0	SUBCELLULAR LOCATION: Cell membrane {ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:35015055}; Multi-pass membrane protein {ECO:0000255}. Endoplasmic reticulum membrane {ECO:0000269|PubMed:22250200, ECO:0000269|PubMed:35015055}; Multi-pass membrane protein {ECO:0000255}. Note=More enriched in the cortical endoplasmic reticulum (ER) that is closely apposed to the cell membrane than in the perinuclear ER or internal ER tubules that connect the nucleus to the cortical ER. {ECO:0000269|PubMed:22250200}.	Tricalbin-3	TCB3_YEAST
TCD1	429	3	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	21.0	0.6666666666666666	0.3333333333333333	1.0	SUBCELLULAR LOCATION: Mitochondrion outer membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.	tRNA threonylcarbamoyladenosine dehydratase 1 (EC 6.1.-.-) (t(6)A37 dehydratase 1)	TCD1_YEAST
TCD2	447	3	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	21.0	0.6666666666666666	0.3333333333333333	1.0	SUBCELLULAR LOCATION: Mitochondrion outer membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.	tRNA threonylcarbamoyladenosine dehydratase 2 (EC 6.1.-.-) (t(6)A37 dehydratase 2)	TCD2_YEAST
TCM62	572	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	17.0	1.0	1.0	1.0	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000269|PubMed:14576278, ECO:0000269|PubMed:9822678}; Single-pass membrane protein {ECO:0000269|PubMed:14576278, ECO:0000269|PubMed:9822678}; Matrix side {ECO:0000269|PubMed:14576278, ECO:0000269|PubMed:9822678}.	Mitochondrial chaperone TCM62	TCM62_YEAST
TDA4	279	7	0	0	2	1	2	1	0	0	0	1	0	0	0	0	0	0	0	0	21.0	0.5714285714285714	0.1428571428571428	1.0	SUBCELLULAR LOCATION: Membrane; Multi-pass membrane protein.	Topoisomerase I damage affected protein 4	TDA4_YEAST
TDA5	326	2	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	21.0	0.75	0.5	1.0	SUBCELLULAR LOCATION: Mitochondrion membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.	Uncharacterized oxidoreductase TDA5 (EC 1.-.-.-) (Topoisomerase I damage affected protein 5)	TDA5_YEAST
TDA6	467	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	21.0	1.0	1.0	1.0	SUBCELLULAR LOCATION: Membrane; Single-pass membrane protein.	Putative vacuolar protein sorting-associated protein TDA6 (Topoisomerase I damage affected protein 6)	TDA6_YEAST
TDA7	636	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	21.0	1.0	1.0	1.0	SUBCELLULAR LOCATION: Vacuole membrane {ECO:0000269|PubMed:14562095}; Single-pass membrane protein {ECO:0000269|PubMed:14562095}.	Topoisomerase I damage affected protein 7	TDA7_YEAST
TED1	473	2	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	21.0	0.75	0.5	1.0	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000305}; Multi-pass membrane protein {ECO:0000305}.	Protein TED1 (Trafficking of EMP24/ERV25-dependent cargo disrupted protein 1)	TED1_YEAST
TGL1	548	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	21.0	1.0	1.0	1.0	SUBCELLULAR LOCATION: Lipid droplet {ECO:0000269|PubMed:10515935, ECO:0000269|PubMed:15713625, ECO:0000269|PubMed:15922657, ECO:0000269|PubMed:21820081, ECO:0000269|PubMed:23613772, ECO:0000269|PubMed:24868093, ECO:0000269|PubMed:28866104}. Membrane {ECO:0000255}; Single-pass membrane protein {ECO:0000255}. Note=Partially retained in the endoplasmic reticulum in cells lacking triacylglycerols and consequently lipid droplets. {ECO:0000269|PubMed:28866104}.	Sterol esterase TGL1 (EC 3.1.1.13) (Triglyceride lipase-cholesterol esterase 1)	TGL1_YEAST
THI7	598	12	2	1	3	1	0	0	1	1	0	1	0	0	0	0	0	0	1	0	21.0	0.5416666666666666	0.0833333333333333	1.0	SUBCELLULAR LOCATION: Membrane; Multi-pass membrane protein.	Thiamine transporter	THI7_YEAST
THI72	599	11	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	21.0	0.5454545454545454	0.0909090909090909	1.0	SUBCELLULAR LOCATION: Membrane; Multi-pass membrane protein.	Thiamine transporter THI72	THI72_YEAST
THI73	523	12	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	20.916666666666668	0.5416666666666666	0.0833333333333333	1.0	SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000269|PubMed:16850348}; Multi-pass membrane protein {ECO:0000269|PubMed:16850348}. Cell membrane {ECO:0000305|PubMed:16850348}; Multi-pass membrane protein {ECO:0000305|PubMed:16850348}.	Thiamine pathway transporter THI73	THI73_YEAST
THI74	370	10	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	21.0	0.55	0.1	1.0	SUBCELLULAR LOCATION: Mitochondrion membrane {ECO:0000269|PubMed:16850348}; Multi-pass membrane protein {ECO:0000269|PubMed:16850348}.	Thiamine-repressible mitochondrial transport protein THI74	THI74_YEAST
TIM17	158	4	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	20.0	0.625	0.25	1.0	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000305|PubMed:27265872}; Multi-pass membrane protein.	Mitochondrial import inner membrane translocase subunit TIM17 (Mitochondrial inner membrane protein MIM17) (Mitochondrial protein import protein 2)	TIM17_YEAST
TIM18	192	3	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	21.0	0.6666666666666666	0.3333333333333333	1.0	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000269|PubMed:10637294, ECO:0000269|PubMed:10648604, ECO:0000269|PubMed:14562095}; Multi-pass membrane protein {ECO:0000269|PubMed:10637294, ECO:0000269|PubMed:10648604, ECO:0000269|PubMed:14562095}.	Mitochondrial import inner membrane translocase subunit TIM18	TIM18_YEAST
TIM21	239	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	21.0	1.0	1.0	1.0	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:15797382}; Single-pass membrane protein {ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:15797382}.	Mitochondrial import inner membrane translocase subunit TIM21	TIM21_YEAST
TIM22	207	3	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	21.0	0.6666666666666666	0.3333333333333333	1.0	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000269|PubMed:10397776, ECO:0000269|PubMed:8955274, ECO:0000305|PubMed:27265872}; Multi-pass membrane protein {ECO:0000269|PubMed:10397776, ECO:0000269|PubMed:8955274}. Note=Import into inner membrane protein requires TOM20 function.	Mitochondrial import inner membrane translocase subunit TIM22	TIM22_YEAST
TIM23	222	4	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	19.5	0.625	0.25	1.0	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000269|PubMed:18418384}; Multi-pass membrane protein {ECO:0000269|PubMed:18418384}. Note=Around 20 amino acids of the N-terminus are believed to span the mitochondrial outer membrane. This association is dynamic and depends on the translocation activity of the TIM23 complex. However, this topology does not seem to be critical for formation of a TOM-TIM supercomplex and preprotein import.	Mitochondrial import inner membrane translocase subunit TIM23 (Membrane import machinery protein MIM23) (Mitochondrial protein import protein 3) (Mitochondrial protein import protein MAS6)	TIM23_YEAST
TIM50	476	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	17.0	1.0	1.0	1.0	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000269|PubMed:12437924, ECO:0000269|PubMed:12437925, ECO:0000269|PubMed:14562095}; Single-pass membrane protein {ECO:0000269|PubMed:12437924, ECO:0000269|PubMed:12437925, ECO:0000269|PubMed:14562095}.	Mitochondrial import inner membrane translocase subunit TIM50	TIM50_YEAST
TIM54	478	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	17.0	1.0	1.0	1.0	SUBCELLULAR LOCATION: Mitochondrion inner membrane {ECO:0000269|PubMed:10397776, ECO:0000269|PubMed:10637294, ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:9412462}; Single-pass membrane protein {ECO:0000269|PubMed:10397776, ECO:0000269|PubMed:10637294, ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:9412462}. Note=Import into inner membrane protein requires TOM70 function.	Mitochondrial import inner membrane translocase subunit TIM54	TIM54_YEAST
TLG1	224	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	21.0	1.0	1.0	1.0	SUBCELLULAR LOCATION: Golgi apparatus, trans-Golgi network membrane {ECO:0000305}; Single-pass type IV membrane protein {ECO:0000305}. Early endosome membrane {ECO:0000305}; Single-pass type IV membrane protein {ECO:0000305}. Late endosome membrane {ECO:0000305}; Single-pass type IV membrane protein {ECO:0000305}. Note=Probably shuttling between TGN and early/late endosome.	t-SNARE affecting a late Golgi compartment protein 1 (Syntaxin TLG1)	TLG1_YEAST
TLG2	397	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	21.0	1.0	1.0	1.0	SUBCELLULAR LOCATION: Golgi apparatus, trans-Golgi network membrane; Single-pass type IV membrane protein. Endosome membrane; Single-pass type IV membrane protein.	t-SNARE affecting a late Golgi compartment protein 2 (Syntaxin TLG2)	TLG2_YEAST
TMN2	672	9	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	21.0	0.5555555555555556	0.1111111111111111	1.0	SUBCELLULAR LOCATION: Vacuole membrane; Multi-pass membrane protein.	Transmembrane 9 superfamily member 2	TMN2_YEAST
TMN3	706	9	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	21.0	0.5555555555555556	0.1111111111111111	1.0	SUBCELLULAR LOCATION: Golgi apparatus membrane {ECO:0000269|PubMed:14562095}; Multi-pass membrane protein {ECO:0000269|PubMed:14562095}.	Transmembrane 9 superfamily member 3	TMN3_YEAST
TMS1	473	10	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	22.2	0.55	0.1	1.0	SUBCELLULAR LOCATION: Membrane {ECO:0000250}; Multi-pass membrane protein {ECO:0000250}.	Membrane protein TMS1	TMS1_YEAST
TNA1	534	11	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	21.0	0.5454545454545454	0.0909090909090909	1.0	SUBCELLULAR LOCATION: Membrane; Multi-pass membrane protein.	High-affinity nicotinic acid transporter (Nicotinic acid permease)	TNA1_YEAST
TOK1	691	8	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	20.875	0.5625	0.125	1.0	SUBCELLULAR LOCATION: Cell membrane {ECO:0000305|PubMed:22329368}; Multi-pass membrane protein.	Outward-rectifier potassium channel TOK1 (Two-domain outward rectifier K(+) channel YORK)	TOK1_YEAST
TOM20	183	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	20.0	1.0	1.0	1.0	SUBCELLULAR LOCATION: Mitochondrion outer membrane {ECO:0000305}; Single-pass membrane protein {ECO:0000305}.	Mitochondrial import receptor subunit TOM20 (Mitochondrial 20 kDa outer membrane protein) (Protein MAS20) (Translocase of outer membrane 20 kDa subunit)	TOM20_YEAST
TOM22	152	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	22.0	1.0	1.0	1.0	SUBCELLULAR LOCATION: Mitochondrion outer membrane; Single-pass type II membrane protein.	Mitochondrial import receptor subunit TOM22 (Mitochondrial 17 kDa assembly protein) (Mitochondrial 22 kDa outer membrane protein) (Protein MAS17) (Translocase of outer membrane 22 kDa subunit)	TOM22_YEAST
